prot_IDs,prot_names,Gene_names,translation_G1_1,translation_G1_2,translation_G2M_1,translation_G2M_2,translation_MG1_1,translation_MG1_2,translation_S_1,translation_S_2
Q8NE91;P30408;F8WBG6;F8WF27,Transmembrane 4 L6 family member 1,TM4SF1,21.28105,,23.03738,20.98489,22.89182,23.1909,23.70356,22.73946
E9PSI1;O15321;E9PMQ9;O15321-2;E9PJM1;E9PL78;E9PS99;E9PQY7;G3V1B9;E9PJC4;E9PNW2;Q14D22;Q9BY43;E9PQ80;H0YI46;E9PQI5;H0YI89,Transmembrane 9 superfamily member 1,TM9SF1,25.16737,25.8041,25.85534,25.36159,25.19208,25.82992,25.54366,25.59608
Q99805,Transmembrane 9 superfamily member 2,TM9SF2,25.40857,25.63406,25.501,25.0549,26.05238,25.41516,24.7383,24.57929
Q9HD45;Q5TB53,Transmembrane 9 superfamily member 3,TM9SF3;RP11-34E5.1,25.1845,24.88045,24.97075,23.82347,25.50382,24.17387,24.39008,24.33572
Q92544;F5H3B5,Transmembrane 9 superfamily member 4,TM9SF4,24.23206,24.16569,24.91347,24.11474,24.44278,24.37365,23.2286,24.06669
G3XAA5;Q9HC24;F5H657;F6UZH7;E7EWY5;E7EQ00;F5H1S4;F5H2V2,Protein lifeguard 4,TMBIM4,21.7032,21.64636,21.92644,21.27014,21.47313,22.02107,21.56011,21.38596
F8W034;P55061;F8VPZ7;F8VVJ4;F8VSI7;F8VQQ5;B7Z984;F8VR05;F8W086;F8W201;F8VPI1;F8VX73;F8VQW0;F8W1G3;F8VY06,Bax inhibitor 1,TMBIM6,26.77342,26.60399,26.45488,25.83116,27.3298,26.818,26.15424,26.16923
Q9UM00;C9JX01;Q9UM00-2,Transmembrane and coiled-coil domain-containing protein 1,TMCO1,20.39027,21.03376,,19.96972,20.55534,20.59058,20.83931,20.12452
Q5TGY1;Q5TGY1-2,Transmembrane and coiled-coil domain-containing protein 4,TMCO4,20.86363,21.28811,21.91324,20.95638,21.58086,21.68333,,20.42316
Q9C0B7;H3BV58;H3BPY7,Transmembrane and coiled-coil domain-containing protein 7,TMCO7,22.2914,23.46139,23.21472,22.7614,23.81909,23.14872,19.57265,22.05086
P49755;G3V2K7,Transmembrane emp24 domain-containing protein 10,TMED10,25.0053,24.91182,25.1455,24.14655,24.89717,25.08817,24.77087,24.03398
Q15363;B4DP27;E7EQ72;F6QWA0;F5GX39,Transmembrane emp24 domain-containing protein 2,TMED2,21.57699,20.56839,21.74964,21.57492,22.37496,22.10514,21.09629,21.64284
Q7Z7H5;Q7Z7H5-3;C9JUN6;Q7Z7H5-2;F8W7F7,Transmembrane emp24 domain-containing protein 4,TMED4,21.94188,22.55394,23.31562,21.98968,22.32097,22.08887,,21.81609
Q9Y3A6;F5H307;B1AKT4;B1AKT3,Transmembrane emp24 domain-containing protein 5,TMED5,20.4865,20.27481,20.78636,20.49512,21.1646,21.01849,21.89641,20.15202
Q9BVK6,Transmembrane emp24 domain-containing protein 9,TMED9,23.16415,22.9458,22.21957,22.79877,23.41841,23.15576,23.25106,22.94771
Q9NUM4;C9JZ87;F2Z3N7,Transmembrane protein 106B,TMEM106B,22.56948,21.49165,,,22.28224,20.71607,22.54776,21.74911
Q9BVC6;E7ETZ3,Transmembrane protein 109,TMEM109,24.46762,24.57894,21.94514,23.95802,22.14068,24.2786,24.38719,24.28362
Q8IUX1;Q8IUX1-4;E9PKZ7;E9PJQ6;E9PKZ9;Q8IUX1-2;Q8IUX1-5;H0YD74;Q8IUX1-3;H0YEG5,Transmembrane protein 126B,TMEM126B,22.59792,23.33115,23.3995,21.9087,23.59991,23.49924,22.52004,22.23853
Q92545,Transmembrane protein 131,TMEM131,21.80215,21.93697,21.37465,21.41338,21.66531,21.68076,20.80908,21.90426
Q24JP5-2;Q24JP5;Q24JP5-4;Q24JP5-3;H0YFQ2;F5H765,Transmembrane protein 132A,TMEM132A,23.87108,23.888,24.27398,23.54663,23.96693,23.6479,23.38271,24.3763
Q9P0S9,Transmembrane protein 14C,TMEM14C,,,,,,26.59306,,
Q9HC07;B4DHW1;D6RD79;D6RBL0,Transmembrane protein 165,TMEM165,23.57473,23.6006,22.71454,23.3769,23.4996,23.37955,22.76719,23.33783
Q8IXX5;Q8IXX5-2,Transmembrane protein 183A,TMEM183A,20.5882,21.69867,21.47902,21.60734,20.67719,21.28122,22.04003,19.97337
G3V2F7;Q13404-1;Q13404-2;Q13404-7;Q13404;H0YBX6;Q15819;Q5TGE0;D6RG00;A5PLL7;Q5TGE1;G3V113;H7BXZ8;Q13404-6;F8W924,Ubiquitin-conjugating enzyme E2 variant 1;Ubiquitin-conjugating enzyme E2 variant 2,TMEM189;UBE2V1;UBE2V2,23.74489,23.77726,23.79689,23.39349,23.536,23.42406,23.45275,23.4108
E9PBQ3;Q8N511,Transmembrane protein 199,TMEM199,,,,,,,,
Q9UHN6;Q9UHN6-2;F5H6B2,Transmembrane protein 2,TMEM2,22.65814,22.70421,24.23052,23.54014,23.24297,23.05161,24.28171,23.91068
Q5SNT2;E9PBR6;H0Y4R5;Q5SNT2-2;H0Y994,Transmembrane protein 201,TMEM201,23.57877,23.93984,23.53742,23.2571,23.26685,22.73146,23.14465,22.66284
Q96SK2;Q96SK2-2;Q96SK2-3;H7BXV2,Transmembrane protein 209,TMEM209,23.92823,24.40497,23.64141,22.66583,24.04118,23.52624,23.8292,24.39454
Q6NUQ4;Q6NUQ4-2;B4DLT7;F5H3N2;H7C085;H7C008;H7C0H8;H7BZI0,Transmembrane protein 214,TMEM214,25.48821,25.65924,25.7583,25.13438,25.40471,25.03002,25.81367,25.38159
Q9H330;Q9H330-2;Q9H330-4;C9K005;H7C0G1;Q9H330-3;F8WBJ7,Transmembrane protein 245,TMEM245,23.72869,23.62611,24.164,23.36159,23.97211,23.93814,23.65097,23.19457
Q9NWD8;Q9NWD8-2;F8WE75;C9JKP5;C9J3C8,Transmembrane protein 248,TMEM248;C7orf42,20.39968,21.71929,21.55665,20.9631,20.59578,,19.97099,20.82703
P57088;D6RAA6;H0Y8N0;D6RBY2,Transmembrane protein 33,TMEM33,25.5103,25.70467,25.12092,24.42413,25.61866,25.28838,24.84986,24.95602
Q9BTV4,Transmembrane protein 43,TMEM43,24.29943,24.99352,24.9638,23.81167,24.38936,24.84857,24.02606,24.53445
Q9BTX1;Q9BTX1-2;G3XA81;B4DZG6;Q9BTX1-4;A6NEN1;Q9BTX1-3,Nucleoporin NDC1,TMEM48,29.85571,29.30075,23.77485,23.12122,24.26241,23.81196,23.16254,23.0609
Q8N5G2;Q8N5G2-3;Q8N5G2-2,Macoilin,TMEM57,21.32235,21.28484,20.83707,19.90632,20.76191,20.67504,21.37825,20.62149
Q9BXS4;Q5T704;E9PGZ9;Q5T6Z8;Q5T706;Q5T703,Transmembrane protein 59,TMEM59,24.12818,23.64625,24.45989,23.64977,24.57335,24.0071,23.81831,23.43898
O94886,Transmembrane protein 63A,TMEM63A,22.93875,22.81654,22.51036,,21.82908,21.5559,22.88441,21.81976
Q5T3F8;H3BLW6;Q5T3F8-3;Q5T3F8-2;E9PNG1,Transmembrane protein 63B,TMEM63B,20.70447,21.31562,21.06815,20.04287,,20.45,20.72559,20.95752
Q6PI78,Transmembrane protein 65,TMEM65,21.55801,21.08037,22.41792,20.30597,21.60978,21.03792,20.43115,21.64302
H0YBH7;Q96BY9;B7Z307;E5RHW0;E5RFJ9;H0YAN9;H0YAZ1;Q96BY9-2,Store-operated calcium entry-associated regulatory factor,TMEM66,24.29677,24.52725,24.52844,23.82881,24.34807,24.1699,24.44025,24.06266
Q9BUB7;D4PHA6;E9PDY9,"Transmembrane protein 70, mitochondrial",TMEM70,23.01204,23.1544,22.96021,22.57914,23.25609,23.03059,22.66032,22.76316
Q8NBN3;B4DN92;Q8NBN3-2;Q8NBN3-3;H3BMU0;H3BPJ4;H3BUZ1;H3BSZ0;H3BM87,Transmembrane protein 87A,TMEM87A,23.67088,24.0147,24.86896,24.25328,24.28609,24.44929,22.05112,23.67562
Q5BJF2,Transmembrane protein 97,TMEM97,23.33238,,22.31697,21.41761,23.0422,20.19916,21.75181,21.91433
P82094-2;P82094;E9PGE8;F8WF45;E7EWX9,TATA element modulatory factor,TMF1,23.28982,23.87671,23.17159,22.90663,22.707,22.89634,22.70514,23.55742
Q9NYL9;H0YNJ8;H0YKU1;P28289;Q5T7W3;H0YNU8,Tropomodulin-3,TMOD3,25.80418,25.53934,26.12871,25.44538,26.3683,25.5611,25.09897,25.47908
P42166,"Lamina-associated polypeptide 2, isoform alpha;Thymopoietin;Thymopentin",TMPO,27.17531,27.35658,28.03758,27.37625,27.97032,27.76028,27.35666,27.38311
P42167;G5E972;P42167-2;H0YJH7,"Lamina-associated polypeptide 2, isoforms beta/gamma;Thymopoietin;Thymopentin",TMPO,21.73719,21.51012,22.35649,21.53948,22.78219,22.34906,23.22145,21.90323
P57727;P57727-5;B7WPR2;P57727-3;P57727-4;F8VYE2,Transmembrane protease serine 3,TMPRSS3,20.05748,20.11337,,19.74148,,,19.76044,20.40145
P63313,Thymosin beta-10,TMSB10,24.12935,24.65442,24.93292,24.49033,24.58342,24.73856,23.99118,24.16139
P62328;Q5T4B6,Thymosin beta-4;Hematopoietic system regulatory peptide,TMSB4X;TMSL4,24.40905,24.83316,24.09112,24.03649,24.68859,24.4755,24.3835,24.42387
Q6ZXV5;Q6ZXV5-2;F8VRY4;F8W044;F8VR71,Transmembrane and TPR repeat-containing protein 3,TMTC3,22.90045,22.15447,,21.97803,24.43676,22.32844,21.89271,22.00463
Q9H3N1;G3V448,Thioredoxin-related transmembrane protein 1,TMX1,24.83388,24.34564,24.44922,23.86448,24.78072,24.74294,24.63832,24.66449
Q9Y320;Q9Y320-2;G3V155;E9PLR1;H3BSU7;E9PRL5;E9PSF0,Thioredoxin-related transmembrane protein 2,TMX2,23.02974,22.99264,22.58022,21.16097,23.28489,22.406,22.52325,22.90848
Q96JJ7;F5H4F7;Q96JJ7-2;B4DIE3;H3BPB3;H3BVI1;H3BT89,Protein disulfide-isomerase TMX3,TMX3,22.62006,23.13709,22.77942,22.97551,22.1934,22.98756,22.4324,22.79213
Q13829;B7Z6M4;Q8WZ19;Q9H3F6-2;F5GWA4;I3L108;Q9H3F6-3;B3KVY5;F5H268;I3L1U2;F5GWK6;F5H729;F5GY15,BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 2;BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 1,TNFAIP1;KCTD13;KCTD10,21.15598,21.81273,22.17225,21.26368,22.51273,21.9247,22.33153,22.18171
Q03169;H0YKI8;H0YLC0;E7EWH2,Tumor necrosis factor alpha-induced protein 2,TNFAIP2,25.26191,25.33456,24.78492,24.06151,25.0032,24.53392,25.19272,25.74919
O14763;O14763-2;B7Z588,Tumor necrosis factor receptor superfamily member 10B,TNFRSF10B,,20.21169,,,19.6287,19.48573,,20.07051
F5GWJ4,,TNFRSF1A,21.0233,20.79994,21.31197,21.28218,21.3308,20.70852,20.85392,20.19556
O75509,Tumor necrosis factor receptor superfamily member 21,TNFRSF21,,,,,,,20.65631,
P41273,Tumor necrosis factor ligand superfamily member 9,TNFSF9,22.54446,21.70582,21.96035,21.25419,22.7228,22.67219,,
Q9UKE5;Q9UKE5-4;Q9UKE5-2;Q9UKE5-6;Q9UKE5-3;Q9UKE5-7;Q9UKE5-5;Q9UKE5-8;F5H865;F5H5M9;C9J338,TRAF2 and NCK-interacting protein kinase,TNIK,21.87094,20.872,22.01206,20.93373,21.97698,,21.11305,
Q15025;Q15025-2;E7ET96;E7EPY1;B7Z5B0;E7ERB0;F5GYD7;F5H4X3;Q6N077;E7EMV7;E7EW15;E7EW68;E7EWG2;H0YC17,TNFAIP3-interacting protein 1,TNIP1;DKFZp686L19154,21.64553,22.60241,23.48284,22.93171,21.45824,22.82458,23.17109,23.28673
O95271;E7EQ52;O95271-2;E7EWY6;E5RHD2,Tankyrase-1,TNKS,24.43562,24.415,24.73892,24.57178,24.59258,24.24851,24.0312,24.32423
Q9C0C2;Q9C0C2-2;E9PKK0;E9PKE7,182 kDa tankyrase-1-binding protein,TNKS1BP1,25.46201,26.11892,25.7483,24.86736,25.87844,25.44812,25.11514,25.13786
Q9H2K2,Tankyrase-2,TNKS2,22.89106,22.7789,22.63836,21.84418,22.57434,22.39069,22.60415,22.63476
Q92973;Q92973-2;Q92973-3;E7EW37;B4DSC0;E5RI07,Transportin-1,TNPO1,28.12967,28.31168,29.41339,27.86313,28.69498,28.01855,28.04192,27.58835
Q4LE60;O14787-2;O14787;F5H8J7;E7EM99,Transportin-2,TNPO2 variant protein;TNPO2,21.50189,21.92575,22.76014,22.10028,22.34129,22.2009,21.52143,21.77985
C9J7E5;Q9Y5L0-1;Q9Y5L0;Q9Y5L0-3;C9IZM0;E9PFH4,Transportin-3,TNPO3,24.13053,23.76598,24.90136,24.29866,24.92352,23.88213,23.56929,23.86637
H9KVB4;O15417;O15417-2;C9JS29;B5ME58;O15417-3;H7C3U5,Trinucleotide repeat-containing gene 18 protein,TNRC18,21.80982,21.85403,22.2552,20.32542,21.32383,20.01917,22.33653,22.29586
Q8NDV7;Q8NDV7-5;Q8NDV7-6;Q8NDV7-2,Trinucleotide repeat-containing gene 6A protein,TNRC6A,20.76385,20.63307,22.18858,21.09204,20.78867,20.8565,20.64974,20.1756
Q9UPQ9;A8MYY3;Q9UPQ9-1;H0Y720;Q9UPQ9-2,Trinucleotide repeat-containing gene 6B protein,TNRC6B,21.28884,22.93211,23.3652,23.30159,20.26167,22.11012,22.36517,22.3747
Q68CZ2;Q59GW4;E9PCX8;E7ERH3;Q68CZ2-2;C9JHU5;Q68CZ2-3;Q68CZ2-4,Tensin-3,TNS3,,,20.87094,,,20.244,,
Q8IZW8,Tensin-4,TNS4,25.09317,24.97513,25.59075,25.31817,24.94691,24.77751,26.06762,26.14967
P50616,Protein Tob1,TOB1,22.5692,23.90564,24.6216,21.65364,23.98155,22.32202,22.99516,22.768
Q96GM8;B4DEM6,Target of EGR1 protein 1,TOE1,22.50048,22.22952,21.86359,21.63777,21.51668,21.7478,21.13063,22.08813
H0Y3H1;Q9H0E2;E7EN89;B3KR28;F2Z2Y8;B3KXC6;E9PQ25;E9PP67,Toll-interacting protein,TOLLIP,,,,,,,,
O75674;I3L4I4;B7Z9E2;Q8N749;I3NI44;I3L1G1;I3L367;I3L3T4;B4DUW5;I3L4G0;I3L4N3;I3L1Q1,TOM1-like protein 1,TOM1L1,21.7292,21.6808,21.5986,21.03537,21.50431,22.45836,21.93805,22.60304
Q15785;Q6ZPD0,Mitochondrial import receptor subunit TOM34,TOMM34,25.11414,25.01797,25.64573,24.90876,25.55333,25.5225,24.28376,24.32937
O96008;O96008-2,Mitochondrial import receptor subunit TOM40 homolog,TOMM40,23.4535,21.8187,23.2604,23.39689,23.77997,24.1187,22.66277,21.72567
O94826;B4DZ87,Mitochondrial import receptor subunit TOM70,TOMM70A,25.10446,25.40824,25.11517,25.10394,25.31129,25.35814,24.79902,24.80292
Q96HA7;Q96HA7-2,Tonsoku-like protein,TONSL,20.88494,,,,,,22.84477,
P11387;E5RGR2;E5RFE3;E5RGR4;E5RGE7;H0YC03;H0YAR3;H0YBR3,DNA topoisomerase 1,TOP1,28.8871,29.13878,29.4311,29.04646,28.9334,28.58531,29.07674,29.08111
Q969P6;E7ES89;E5RIC7;E5RFS0;E5RJ95;E5RJ33,"DNA topoisomerase I, mitochondrial",TOP1MT,,23.11669,23.64636,,,22.6767,,23.41455
P11388-4;P11388-3;P11388-2;P11388;C9J5P2;H7BXX8;H7BXH5;B4DLV2,DNA topoisomerase 2-alpha;DNA topoisomerase 2,TOP2A,28.40483,28.78989,31.25699,31.05414,30.1751,29.9428,29.13284,29.16197
Q02880;Q02880-2;E9PCY5;H7BZ82,DNA topoisomerase 2-beta;DNA topoisomerase 2,TOP2B,25.43492,25.67179,26.13112,25.42698,25.97581,25.79226,25.55772,25.12376
Q13472;Q13472-2;B4DK80;H7BZN5;O95985;O95985-2;O95985-3;B4DSJ0;H0Y6W0;E7EWY2;H7C4B0,DNA topoisomerase 3-alpha;DNA topoisomerase,TOP3A,23.78716,23.87333,22.6796,22.02476,23.17857,22.6342,22.66166,22.97427
Q92547;H0Y8I7,DNA topoisomerase 2-binding protein 1,TOPBP1,23.07897,23.28221,23.57877,22.97628,22.67232,22.56572,24.0354,23.06308
Q9NS56;Q9NS56-2,E3 ubiquitin-protein ligase Topors,TOPORS,20.78453,21.82714,,21.56876,21.33898,21.48257,20.34863,21.4208
O14656;E7EW96;O14656-2,Torsin-1A,TOR1A,21.82811,20.44405,,19.88357,21.0696,20.28929,20.6988,20.45593
E9PKD1,,TOR1AIP1,21.6011,21.50106,21.81029,20.42972,21.43792,21.56039,21.29058,21.20216
Q5JTV8;H0YD16;C9J3B0;Q5JTV8-2;H0Y4R4;H0YDU3,Torsin-1A-interacting protein 1,TOR1AIP1,25.66853,25.72038,25.332,24.64828,24.65981,25.1541,25.13931,25.11394
Q8NFQ8,Torsin-1A-interacting protein 2,TOR1AIP2,24.23674,24.68169,23.72889,21.95411,24.58492,24.2123,24.20449,23.90205
O14657;F8WCG1;H0Y7C8,Torsin-1B,TOR1B,24.96336,24.38482,22.3396,24.41938,22.63839,24.3306,23.04668,24.29348
Q9NXH8,Torsin-4A,TOR4A,20.68526,23.50142,21.10904,19.72293,22.50417,22.12496,,21.28743
O94842;B4DPY8;F6TTN0;O15405;O15405-2;O94900;Q96NM4-2;G3XAC7;Q96NM4;E1P5X0;B4DQV8;B4DYA1,TOX high mobility group box family member 4;TOX high mobility group box family member 3,TOX4;TOX3,23.00522,23.30633,23.54569,22.98609,23.42496,23.33851,23.15142,23.11283
P04637;P04637-4;P04637-3;P04637-2;P04637-6;P04637-5;E7EQX7;P04637-7;P04637-9;P04637-8;E7ESS1;E7EMR6;E9PCY9;E9PFT5,Cellular tumor antigen p53,TP53,22.63279,23.16423,22.62979,21.81159,22.75412,22.08447,22.34857,22.39626
Q12888-2;F8VY86;Q12888;A6NNK5;C9JXV0;H7C3N7;H7BZY0;H7C151,Tumor suppressor p53-binding protein 1,TP53BP1,26.07327,26.04635,26.86384,25.74193,26.64733,26.46428,25.40743,25.6332
Q13625-3;Q13625;Q13625-2;H7C5L8,Apoptosis-stimulating of p53 protein 2,TP53BP2,,20.96557,22.14656,19.04214,21.34305,20.59213,22.57115,21.81691
Q13641,Trophoblast glycoprotein,TPBG,20.5418,,21.49658,,22.03822,,23.37875,
F5H0B0;P55327-3;D0UFD1;C9J502;D0UFD3;P55327;P55327-4;D3YTI0;P55327-2;D0UFD5;H0YC44;E5RFR7,Tumor protein D52,TPD52;PrLZ,22.52633,22.65615,23.52313,22.45894,22.80986,22.72619,21.7059,20.67883
Q5JWU6;O43399-5;O43399;O43399-3;O43399-4;O43399-2;B4DPJ6,Tumor protein D54,TPD52L2,23.50069,24.29831,24.31063,23.37743,24.24627,24.14211,23.23997,23.57138
Q6ZTW0;Q6ZTW0-2,Tubulin polyglutamylase complex subunit 1,TPGS1,22.00844,21.69221,23.27341,21.54137,22.76403,21.56123,22.2619,21.45839
Q68CL5;Q68CL5-3;Q68CL5-1,Tubulin polyglutamylase complex subunit 2,TPGS2,23.52886,23.68282,24.1386,23.66188,24.33736,23.9385,23.91315,24.13328
P60174;P60174-1;B7Z5D8,Triosephosphate isomerase,TPI1,27.53897,27.70035,27.68973,27.48324,27.9077,27.67405,27.32311,27.32036
B7Z596;H7BYY1;F5H7S3;P09493-2;H0YK48;P09493-5;H0YN06,,TPM1,24.45256,24.79159,24.97823,24.40328,24.58285,24.86197,23.88372,23.9049
D9YZV2;P09493-3;P09493-4;H0YKX5;Q6ZN40;D9YZV3;P09493;D9YZV8;H0YKP3;H0YL52;C9IZA2;H0YL42;H0YK20,Tropomyosin alpha-1 chain,TPM1,23.66123,24.18601,23.81987,23.67573,23.99507,25.08707,23.39257,25.26524
P06753-2;Q5VU58;P06753-3;Q5VU66;Q5VU72;Q5VU59;Q5VU61;Q8NAG3;D6R904;A6NL28-2;Q5VU63;D6RFM2,,TPM3,28.17684,28.44249,28.3336,27.68552,28.4028,28.24068,28.07974,27.84548
P67936;H0YNC7;H0YL80,Tropomyosin alpha-4 chain,TPM4,25.65398,25.95511,26.43186,25.57854,26.06021,25.85688,25.87077,25.83169
O14773;E7EV34;B4DSE2;O14773-2,Tripeptidyl-peptidase 1,TPP1,27.50975,25.82435,26.33589,24.90706,25.88809,25.72923,27.3333,26.6487
Q5VZU9;P29144,Tripeptidyl-peptidase 2,TPP2,25.60524,25.9455,25.85015,25.56427,25.8607,25.85885,25.25983,25.55245
P12270;Q5SWX9,Nucleoprotein TPR,TPR,28.82799,29.11003,29.28085,28.7195,29.24259,29.03488,28.62436,28.73502
Q4KMQ1,Taperin,TPRN,22.43153,21.79543,,20.50436,,21.19448,21.75829,21.53569
P13693;E9PJF7;Q8TBK7;Q56UQ5;Q9HAU6;H0YCX0,Translationally-controlled tumor protein,TPT1,25.88483,25.69341,26.32148,25.65431,26.39164,26.15025,25.99291,26.03547
Q9ULW0;Q96RR5,Targeting protein for Xklp2,TPX2;HCA90,26.50621,26.60357,28.3201,27.90988,28.11043,28.00056,26.61905,26.66153
Q13595;B4DUA9;B4DQI6;Q13595-2;F8WEH2,Transformer-2 protein homolog alpha,TRA2A,22.86143,22.01192,23.51617,22.32542,23.52671,22.53616,21.89178,22.60804
P62995;P62995-3;H7BXF3;H7C2L4;P62995-2,Transformer-2 protein homolog beta,TRA2B,25.08631,25.11716,25.49293,24.85752,25.65231,25.29635,24.44695,24.55016
Q6Q0C0;Q6Q0C0-2;H3BR17,E3 ubiquitin-protein ligase TRAF7,TRAF7,22.51588,23.03907,23.02493,22.51164,23.04267,23.05469,22.76422,23.13179
O14545;F8VNX8;B4DI89;F8VZ11;F8VVF3;F8VWK2,TRAF-type zinc finger domain-containing protein 1,TRAFD1,23.19031,24.05043,23.53208,22.67379,23.86231,23.13707,22.54347,23.44594
Q9BWF2;E7EN91;E7EW89,TRAF-interacting protein,TRAIP,20.32158,21.21128,22.50361,21.78935,22.26207,22.2272,20.29838,20.44344
Q15629;B4E0K2;G3XAN4,Translocating chain-associated membrane protein 1,TRAM1,22.49644,21.79721,20.72783,19.94006,21.78437,21.23409,20.12035,20.15041
Q12931;F5H897;I3L0K7;I3L239;I3L3L4;I3L4L7,"Heat shock protein 75 kDa, mitochondrial",TRAP1,27.39942,27.46162,27.52999,27.17417,27.73066,27.66241,27.10779,27.32826
Q9Y5R8;I3L3S0;I3L3V5,Trafficking protein particle complex subunit 1,TRAPPC1,21.05384,22.02685,21.85384,20.33276,20.82306,20.5838,19.79062,21.34055
Q8WVT3;E7ENL7;H7C2F7;H7C373;H7C1E5;H7C1M4,Trafficking protein particle complex subunit 12,TRAPPC12,22.6147,22.99326,22.98675,21.75809,21.6957,22.25217,21.69969,21.98158
H3BP13;Q9UL33;Q9UL33-2;H3BUK6;H3BPN3,Trafficking protein particle complex subunit 2-like protein,TRAPPC2L,,19.8145,,,,,,
O43617;A6NKE1;A6NDN0,Trafficking protein particle complex subunit 3,TRAPPC3,20.90749,20.66092,21.87856,21.63971,22.1916,21.74792,21.34873,20.72401
E9PN70;Q9Y296;G5EA23;G3V1A0;E9PQE8;B4DME1;E9PKS9,Trafficking protein particle complex subunit 4,TRAPPC4,22.30808,22.20786,22.82476,21.1213,22.63883,22.40398,21.79531,22.01403
Q8IUR0,Trafficking protein particle complex subunit 5,TRAPPC5,19.96423,21.65264,19.72171,20.6826,22.45503,19.94978,21.0468,
Q9Y2L5;Q9Y2L5-2,Trafficking protein particle complex subunit 8,TRAPPC8,23.50009,24.82833,25.16592,24.47376,24.80514,23.73841,24.03347,24.7961
Q9BQ50;Q06S70;Q9BQ50-2,Three prime repair exonuclease 2,TREX2,,,,22.20237,,,,
Q96RU8,Tribbles homolog 1,TRIB1,,,23.05403,22.28737,,22.44874,23.25624,22.81587
Q96RU7;B0QYQ2,Tribbles homolog 3,TRIB3,,,,,,19.28311,,
Q96F44;Q96F44-3;Q96F44-2,E3 ubiquitin-protein ligase TRIM11,TRIM11,,,,,,,,
P36406;P36406-2;P36406-3,E3 ubiquitin-protein ligase TRIM23,TRIM23,18.41563,,,,,19.4677,,
O15164;O15164-2;B4DYZ9;E7ES63;C9JPT4;F8WCX0,Transcription intermediary factor 1-alpha,TRIM24,23.41119,23.32499,23.67874,21.91499,23.87951,23.45387,23.71324,21.3955
Q14258,E3 ubiquitin/ISG15 ligase TRIM25,TRIM25,22.60032,23.41416,24.87549,24.81627,24.68137,23.67896,24.61941,23.83403
Q12899;A2AE48;A2AE51,Tripartite motif-containing protein 26,TRIM26,20.13308,21.14052,22.21169,,22.84029,,21.53555,21.51388
P14373;P14373-2;B0V297;H0Y551;A2ABL9;H0Y6T1;H0Y5J7;F5H899;Q9HCM9;F5H297;Q9HCM9-2;E9PBZ8;H0Y754,Zinc finger protein RFP,TRIM27,24.6818,24.75476,24.9646,24.36966,25.11847,24.9971,23.6767,24.16
Q13263;Q13263-2,Transcription intermediary factor 1-beta,TRIM28,28.33782,28.20336,28.38566,27.69092,28.61179,28.22242,27.38072,27.54208
Q14134;Q14134-2;E9PRL4;B7Z8U9;H0YCT2;H0YF27;E9PJ25;E9PIQ2;H0YD78;E9PJ94;E9PLI4;E9PI31;H0YCK2;E9PPX1;E9PJD4;E9PM74,Tripartite motif-containing protein 29,TRIM29,25.62653,26.03276,26.11006,25.86479,26.12843,25.77979,25.02187,25.10633
Q13049;Q5JVY0,E3 ubiquitin-protein ligase TRIM32,TRIM32,21.42767,20.71549,23.2953,,22.8058,22.08489,,
Q9UPN9;Q9UPN9-2;H0Y612;E7EN20,E3 ubiquitin-protein ligase TRIM33,TRIM33,25.36836,25.3234,25.67595,24.95238,25.8986,25.59511,25.08724,25.32533
Q9BRZ2;Q9BRZ2-2;C9JI91,E3 ubiquitin-protein ligase TRIM56,TRIM56,20.55675,22.94238,21.07346,21.60268,21.53203,21.8055,21.70548,22.25
Q6PJ69;H0YG27;H0YGS7,Tripartite motif-containing protein 65,TRIM65,19.90082,,20.29244,,21.61526,20.03349,19.2056,
A6NK02,Tripartite motif-containing protein 75,TRIM75,22.32948,22.06145,21.80101,20.7967,21.17646,20.90198,,20.87538
O75962;O75962-4;O75962-2;O75962-5;E7EWP2;F5H228;E7EPJ7;H7C0I9;F5H216,Triple functional domain protein,TRIO,25.87397,26.34765,27.50552,26.79823,26.14392,26.07841,24.83629,25.38532
Q15642;G5E9U1;Q15642-3;Q15642-2;Q15642-4;Q15642-5,Cdc42-interacting protein 4,TRIP10,24.23549,24.12226,24.75878,24.22582,24.07088,24.12542,23.11033,23.77776
Q15643;F5H1Z0;H0YJ97,Thyroid receptor-interacting protein 11,TRIP11,22.40059,23.77274,22.32474,23.25997,22.39699,22.46074,22.42488,22.32787
Q14CF1,,TRIP12,22.64823,22.74843,23.4367,21.61171,23.23092,22.02127,22.55159,22.4179
Q14CA3;Q14669;G5E9G6;B4DYJ6;C9JLD7;H7C1L9;H7C2Y1;C9JSX9;C9JLJ5;F8W9P3,Probable E3 ubiquitin-protein ligase TRIP12,TRIP12,26.43998,26.78494,26.92728,26.259,26.48184,26.12256,26.45709,26.5075
Q15645;H0YAL2;Q15645-2,Pachytene checkpoint protein 2 homolog,TRIP13,25.99669,26.02561,26.66112,26.03381,26.57309,26.32163,26.4839,26.3806
Q15654;H7BZE2,Thyroid receptor-interacting protein 6,TRIP6,23.3978,24.77304,25.03061,24.6413,24.6071,24.86131,24.16653,23.8189
